Rating,Entity Name,State,County,City,Sector,Entity Type,Region
58,"Lake Of The Woods County Auditor, Lake Of The Woods, MN",MN,Lake of the Woods County,Baudette,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Lake Nebagamon Village Clerk, Douglas, WI",WI,Douglas County,Lake Nebagamon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
82,"Lake Mills Town Clerk, Jefferson, WI",WI,Jefferson County,Lake Mills,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,"Lake Mills City Clerk, Jefferson, WI",WI,Jefferson County,Lake Mills,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
45,Lake Mills Area School District,WI,Jefferson County,Lake Mills,Government Facilities,Local Tribal Territory,Region 5
19,Lake Land College,IL,Coles County,Mattoon,Government Facilities,Local Tribal Territory,Region 5
55,"Lake Holcombe Town Clerk, Chippewa, WI",WI,Chippewa County,Holcombe,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
44,"Lake Hallie Village Clerk, Chippewa, WI",WI,Chippewa County,Chippewa Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Lake Geneva City Clerk, Walworth, WI",WI,Walworth County,Lake Geneva,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,Lake Geauga Computer Association,OH,Lake County,Painesville,Government Facilities,State,Region 5
7,Lake Forest Library,IL,Lake County,Lake Forest,Government Facilities,Local Tribal Territory,Region 5
55,"Lake Delton Village Clerk, Sauk, WI",WI,Sauk County,Wisconsin Dells,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
39,"Lake County, Ohio Election Infrastructure",OH,Lake County,Painesville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Lake County, MN",MN,Lake County,Two Harbors,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
47,Lake County Water and Wastewater,OH,Lake County,Painesville,"Government Facilities, Water and WasteWater Systems",Local Tribal Territory,Region 5
39,Lake County Sheriff's Office,FL,Lake County,Tavares,Government Facilities,Local Tribal Territory,Region 4
71,"Lake County Registrar of Voters, Lake, CA",CA,Lake County,Lakeport,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
37,Lake County Public Water District,IL,Lake County,Libertyville,Water and WasteWater Systems,Local Tribal Territory,Region 5
69,Lake County Public Safety Communications Department,IN,Lake County,Crown Point,"Communications, Emergency Services",Local Tribal Territory,Region 5
70,Lake County Illinois,IL,Lake County,Waukegan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,Lake County Florida Supervisor of Elections,FL,Lake County,Tavares,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
57,"Lake County Elections Administrator, Lake, TN",TN,Lake County,Tiptonville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
46,"Lake County Election Commission, Lake, MI",MI,Lake County,Baldwin,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
36,"Lake County Election Board, Lake, IN",IN,Lake County,Crown Point,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Lake County Election Administrator, Lake, MT",MT,Lake County,Polson,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
45,Lake County Department of Utilities,OH,Lake County,Painesville,Water and WasteWater Systems,Local Tribal Territory,Region 5
77,"Lake County Clerk, Lake, OR",OR,Lake County,Lakeview,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
46,"Lake County Clerk, Lake, MI",MI,Lake County,Baldwin,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
36,"Lake County Clerk, Lake, IN",IN,Lake County,Crown Point,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
52,"Lake County Clerk and Recorder, Lake, CO",CO,Lake County,Leadville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
46,"Lake County Board of Canvassars, Lake, MI",MI,Lake County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
88,"Lake County Auditor, Lake, SD",SD,Lake County,Madison,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
39,"Lake City City Election Commission, Missaukee, MI",MI,Missaukee County,Lake City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
53,"Lake City City Clerk, Missaukee, MI",MI,Missaukee County,Lake City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Lake Charter Township Election Commission, Berrien, MI",MI,Berrien County,Bridgman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Lake Charter Township Clerk, Berrien, MI",MI,Berrien County,Bridgman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,Lake Charles Pilots Inc,LA,Calcasieu Parish,Lake Charles,Transportation Systems,Private CI Entity,Region 6
49,Lake Charles Memorial Hospital,LA,Calcasieu Parish,Lake Charles,Healthcare and Public Health,Private CI Entity,Region 6
54,Lake Charles Harbor & Terminal District,LA,Calcasieu Parish,Lake Charles,Transportation Systems,Local Tribal Territory,Region 6
57,"Lake Area Waste Water Association, Inc.",MO,Camden County,Camdenton,Water and WasteWater Systems,Private CI Entity,Region 7
56,"Laird Township Election Commission, Houghton, MI",MI,Houghton County,Nisula,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Laird Township Clerk, Houghton, MI",MI,Houghton County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
85,Laguna Madre Water District,TX,Cameron County,Port Isabel,Water and WasteWater Systems,Local Tribal Territory,Region 6
66,"Laguna Beach, CA",CA,Orange County,Laguna Beach,Emergency Services,Local Tribal Territory,Region 9
51,"Lagrange Municipal Registrar, Penobscot, ME",ME,Penobscot County,Maxfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
51,"Lagrange Municipal Clerk, Penobscot, ME",ME,Penobscot County,Maxfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
32,"Lagrange County Clerk, Lagrange, IN",IN,Lagrange County,LaGrange,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Lafourche Parish Registrar of Voters, Lafourche, LA",LA,Lafourche Parish,Thibodaux,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
51,Lafourche Parish Government,LA,Lafourche Parish,Thibodaux,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 6
45,"Lafourche Parish Clerk of Court, Lafourche, LA",LA,Lafourche Parish,Thibodaux,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
94,"Lafayette Township Election Commission, Gratiot, MI",MI,Gratiot County,Breckenridge,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
94,"Lafayette Township Clerk, Gratiot, MI",MI,Gratiot County,Breckenridge,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
75,"Lafayette Town Clerk, Walworth, WI",WI,Walworth County,Elkhorn,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
43,"Lafayette Town Clerk, Monroe, WI",WI,Monroe County,Sparta,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Lafayette Town Clerk, Chippewa, WI",WI,Chippewa County,Chippewa Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Lafayette Parish Registrar of Voters, Lafayette, LA",LA,Lafayette Parish,Lafayette,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
45,"Lafayette Parish Clerk of Court, Lafayette, LA",LA,Lafayette Parish,Lafayette,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
21,"Lafayette County Supervisor of Elections, Lafayette, FL",FL,Lafayette County,Mayo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
49,Lafayette County School Board,FL,Lafayette County,Mayo,Government Facilities,Local Tribal Territory,Region 4
22,"Lafayette County Election Commission, Lafayette, MS",MS,Lafayette County,Oxford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
5,"Lafayette County Election Commision, Lafayette, AR",AR,Lafayette County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
49,"Lafayette County Clerk, Lafayette, WI",WI,Lafayette County,Darlington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
5,"Lafayette County Clerk, Lafayette, AR",AR,Lafayette County,Lewisville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
22,"Lafayette County Circuit Clerk, Lafayette, MS",MS,Lafayette County,Oxford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
46,Lafayette Consolidated Government,LA,Lafayette Parish,Lafayette,Government Facilities,Local Tribal Territory,Region 6
49,Lafayette College,PA,Northampton County,Easton,,Private CI Entity,Region 3
47,"Ladysmith City Clerk, Rusk, WI",WI,Rusk County,Ladysmith,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
36,"Laconia City Clerk, Belknap, NH",NH,Belknap County,Laconia,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
63,"Lackawanna County Board of Elections, Lackawanna, PA",PA,Lackawanna County,Scranton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
81,Lacey Township School District,NJ,Ocean County,Lacey Township,Government Facilities,Local Tribal Territory,Region 2
11,Lac-Qui-Parle County,MN,Lac qui Parle County,Madison,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,Lac Vieux Desert Band of Lake Superior Chippewa Indians,MI,Gogebic County,Watersmeet,"Election Infrastructure, Emergency Services",Local Tribal Territory,Region 5
55,"Lac La Belle Village Clerk, Waukesha/Jefferson, WI",WI,Jefferson County,Okauchee Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
85,"Lac Du Flambeau Town Clerk, Vilas, WI",WI,Vilas County,Lac Du Flambeau,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
88,Labette County Medical Center,KS,Labette County,Parsons,Healthcare and Public Health,Local Tribal Territory,Region 7
78,"Labette County Clerk, Labette, KS",KS,Labette County,Oswego,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
56,Labette Bank,KS,Labette County,Altamont,Financial Services,Private CI Entity,Region 7
63,Labconco Corporation,MO,Jackson County,KCMO,Chemical,Private CI Entity,Region 7
66,LaSalle County Government,IL,La Salle County,Ottawa,Government Facilities,Local Tribal Territory,Region 5
47,"LaSalle County Clerk, LaSalle, IL",IL,La Salle County,Ottawa,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
71,"LaMoure County Auditor, LaMoure, ND",ND,LaMoure County,Lamoure,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
81,"LaGrange Township Election Commission, Cass, MI",MI,Cass County,Cassopolis,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
81,"LaGrange Township Clerk, Cass, MI",MI,Cass County,Cassopolis,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"La Valle Village Clerk, Sauk, WI",WI,Sauk County,La Valle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
65,"La Valle Town Clerk, Sauk, WI",WI,Sauk County,La Valle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,La Sierra University,CA,Riverside County,Riverside,Information Technology,Private CI Entity,Region 9
55,"La Salle Township Election Commission, Monroe, MI",MI,Monroe County,La Salle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
55,"La Salle Township Clerk, Monroe, MI",MI,Monroe County,La Salle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"La Salle County, Texas",TX,La Salle County,Cotulla,"Emergency Services, Government Facilities",Local Tribal Territory,Region 6
59,"La Salle County Tax Assessor-Collector, La Salle, TX",TX,La Salle County,Cotulla,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
59,"La Salle County County Clerk, La Salle, TX",TX,La Salle County,Cotulla,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
62,La Roche College,PA,Allegheny County,Pittsburgh,Government Facilities,Private CI Entity,Region 3
75,"La Prairie Town Clerk, Rock, WI",WI,Rock County,Janesville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
88,"La Pointe Town Clerk, Ashland, WI",WI,Ashland County,La Pointe,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
70,"La Plata Electric Association, Inc.",CO,La Plata County,Durango,Energy,Private CI Entity,Region 8
43,"La Paz County Recorder, La Paz, AZ",AZ,La Paz County,Parker,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
43,"La Paz County Elections Director, La Paz, AZ",AZ,La Paz County,Parker,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
28,La Joya Independent School District,TX,Hidalgo County,La Joya,Government Facilities,Local Tribal Territory,Region 6
88,"La Grange Town Clerk, Monroe, WI",WI,Monroe County,Tomah,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
33,La Grange Public Library,IL,Cook County,La Grange,Government Facilities,Local Tribal Territory,Region 5
66,"La Follette Town Clerk, Burnett, WI",WI,Burnett County,Siren,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
81,"La Farge Village Clerk, Vernon, WI",WI,Vernon County,La Farge,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
75,"La Crosse County Clerk, La Crosse, WI",WI,La Crosse County,La Crosse,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
75,"La Crosse City Clerk, La Crosse, WI",WI,La Crosse County,La Crosse,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
42,La Conner School District,WA,Skagit County,La Conner,Government Facilities,Local Tribal Territory,Region 10
81,LUSITANIA SAVINGS BANK,NJ,Essex County,Newark,Financial Services,Private CI Entity,Region 2
41,"LTI Information Technology, LLC",MI,Washtenaw County,Ann Arbor,Information Technology,Private CI Entity,Region 5
36,LSI Solutions,NY,Ontario County,Victor,Healthcare and Public Health,Private CI Entity,Region 2
43,LS Power Development LLC,NY,New York County,New York,Energy,Private CI Entity,Region 2
68,LRS Healthcare,NE,Douglas County,Omaha,Healthcare and Public Health,Private CI Entity,Region 7
45,LOOP LLC,LA,St. Tammany Parish,Covington,Energy,Private CI Entity,Region 6
59,LOCKMASTERS,KY,Jessamine County,Nicholasville,Commercial Facilities,Private CI Entity,Region 4
70,LOC - United States Copyright Office (USCO) - CISA,DC,District of Columbia,Washington,Government Facilities,Federal (non-FCEB),Region 3
68,LOC - Library of Congress (LOC) - CISA,DC,District of Columbia,Washington,Government Facilities,Federal (non-FCEB),Region 3
57,LOC - Congressional Research Service (CRS) - CISA,DC,District of Columbia,Washington,Government Facilities,Federal (non-FCEB),Region 3
89,LISA Academy North Middle/High,AR,Pulaski County,North Little Rock,Government Facilities,Local Tribal Territory,Region 6
75,LIBERTY HOSPITAL,MO,Clay County,Liberty,Healthcare and Public Health,Private CI Entity,Region 7
33,LGE Community Credit Union,GA,Cobb County,Atlanta,Financial Services,Private CI Entity,Region 4
76,LECO Corporation,MI,Berrien County,St Joseph,Critical Manufacturing,Private CI Entity,Region 5
50,LBS Financial Credit Union,CA,Orange County,Westminster,Financial Services,Private CI Entity,Region 9
85,LAWRENCE HALL,IL,Cook County,Chicago,Healthcare and Public Health,Private CI Entity,Region 5
90,LA JOLLA LOGIC LLC,CA,San Diego County,San Diego,Information Technology,Private CI Entity,Region 9
37,"L'Anse Township Election Commission, Baraga, MI",MI,Baraga County,L'Anse,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
37,"L'Anse Township Clerk, Baraga, MI",MI,Baraga County,L'Anse,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,Kutztown Area School District,PA,Berks County,Kutztown,Government Facilities,Local Tribal Territory,Region 3
53,Kunkel and Associates Inc.,IA,Dubuque County,Dubuque,Financial Services,Private CI Entity,Region 7
41,"Kulite Semiconductor Products, Inc.",NJ,Bergen County,Leonia,Defense Industrial Base,Private CI Entity,Region 2
66,Kuakini Health System,HI,Honolulu County,Honolulu,Healthcare and Public Health,Private CI Entity,Region 9
68,Krueger Communications,WI,Waukesha County,Elm Grove,"Communications, Information Technology",Private CI Entity,Region 5
31,Krucial Staffing,KS,Johnson County,Overland Park,Emergency Services,Private CI Entity,Region 7
69,"Kronenwetter Village Clerk, Marathon, WI",WI,Marathon County,Kronenwetter,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
70,Kroeger Financial,CA,Nevada County,Grass Valley,Financial Services,Private CI Entity,Region 9
60,Kraton Chemical,FL,Duval County,Jacksonville,Chemical,Private CI Entity,Region 4
24,"Krakow Township Election Commission, Presque Isle, MI",MI,Presque Isle County,Posen,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
24,"Krakow Township Clerk, Presque Isle, MI",MI,Presque Isle County,Posen,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
59,Kraft-Heinz,IL,Cook County,Chicago,Food and Agriculture,Private CI Entity,Region 5
93,"Koylton Township Election Commission, Tuscola, MI",MI,Tuscola County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,"Koylton Township Clerk, Tuscola, MI",MI,Tuscola County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
23,Kova Corporation,NJ,Ocean County,Stafford Township,"Emergency Services, Transportation Systems",Private CI Entity,Region 2
86,"Kossuth Town Clerk, Manitowoc, WI",WI,Manitowoc County,Manitowoc,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
51,"Kossuth County, IA",IA,Kossuth County,Algona,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
60,"Koshkonong Town Clerk, Jefferson, WI",WI,Jefferson County,Fort Atkinson,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,Korry Electronics Co,WA,Snohomish County,Everett,Critical Manufacturing,Private CI Entity,Region 10
91,Kornitzer Capital Management Inc,KS,Johnson County,Mission,Financial Services,Private CI Entity,Region 7
71,Kore Advisors LP,FL,Palm Beach County,Boynton Beach,Financial Services,Private CI Entity,Region 4
50,"Kootenai County, ID",ID,Kootenai County,Coeur d'Alene,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
30,"Koochiching County, MN",MN,Koochiching County,International Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
82,Kompass Kapital Funding,KS,Johnson County,Overland Park,Financial Services,Private CI Entity,Region 7
59,"Komensky Town Clerk, Jackson, WI",WI,Jackson County,Merrillan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Kohler Village Clerk, Sheboygan, WI",WI,Sheboygan County,Kohler,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Koehne Chevrolet GMC, Inc.",WI,Marinette County,Marinette,Transportation Systems,Private CI Entity,Region 5
22,"Koehler Township Election Commission, Cheboygan, MI",MI,Cheboygan County,Afton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
22,"Koehler Township Clerk, Cheboygan, MI",MI,Cheboygan County,Afton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,Kodak ,NY,Monroe County,Rochester,Commercial Facilities,Private CI Entity,Region 2
85,"Kochville Township Election Commission, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
85,"Kochville Township Clerk, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,Knoxville Utilities Board,TN,Knox County,Knoxville,"Energy, Water and WasteWater Systems",Private CI Entity,Region 4
32,Knoxville Hospital & Clinics,IA,Marion County,Knoxville,Healthcare and Public Health,Private CI Entity,Region 7
26,"Knox Municipal Registrar, Waldo, ME",ME,Waldo County,Knox,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
26,"Knox Municipal Clerk, Waldo, ME",ME,Waldo County,Knox,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
63,"Knox County, Ohio Election Infrastructure",OH,Knox County,Mt Vernon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
96,"Knox County Tax Assessor-Collector, Knox, TX",TX,Knox County,Benjamin,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
29,Knox County Schools,TN,Knox County,Knoxville,Government Facilities,Local Tribal Territory,Region 4
42,Knox County R1 School District,MO,Knox County,Edina,Government Facilities,Local Tribal Territory,Region 7
35,"Knox County Elections Administrator, Knox, TN",TN,Knox County,Knoxville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
96,"Knox County County Clerk, Knox, TX",TX,Knox County,Benjamin,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
56,"Knox County Clerk, Knox, MO",MO,Knox County,Edina,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
53,"Knox County Clerk, Knox, KY",KY,Knox County,Barbourville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
54,"Knox County Clerk, Knox, IN",IN,Knox County,Vincennes,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
74,"Knox County Clerk, Knox, IL",IL,Knox County,Galesburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
87,Knox County,NE,Knox County,Center,"Election Infrastructure, Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 7
30,Knox Community Hospital,OH,Knox County,Mt Vernon,Healthcare and Public Health,Private CI Entity,Region 5
63,"Knowlton Town Clerk, Marathon, WI",WI,Marathon County,Mosinee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
82,"Knott County Clerk, Knott, KY",KY,Knott County,Hindman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
45,Knoa Software,NY,New York County,New York,Information Technology,Private CI Entity,Region 2
59,"Knight Town Clerk, Iron, WI",WI,Iron County,Iron Belt,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
65,"Knapp Village Clerk, Dunn, WI",WI,Dunn County,Knapp,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
59,"Knapp Town Clerk, Jackson, WI",WI,Jackson County,Warrens,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,Klingner And Associates PC,IL,Adams County,Quincy,Water and WasteWater Systems,Private CI Entity,Region 5
57,Klingbeil Capital Management,VA,Prince William County,Manassas,Commercial Facilities,Private CI Entity,Region 3
46,"Klickitat County Auditor, Klickitat, WA",WA,Klickitat County,Goldendale,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
88,"Kleberg County Tax Assessor-Collector, Kleberg, TX",TX,Kleberg County,Kingsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
88,"Kleberg County County Clerk, Kleberg, TX",TX,Kleberg County,Kingsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
67,Klaviyo Inc,MA,Suffolk County,Boston,Information Technology,Private CI Entity,Region 1
68,Klaussner Home Furnishings,NC,Randolph County,Asheboro,Critical Manufacturing,Private CI Entity,Region 4
51,Klamath County,OR,Klamath County,Klamath Falls,"Election Infrastructure, Information Technology",Local Tribal Territory,Region 10
52,Klamath Community College,OR,Klamath County,Klamath Falls,Government Facilities,Local Tribal Territory,Region 10
58,"Klacking Township Election Commission, Ogemaw, MI",MI,Ogemaw County,West Branch,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Klacking Township Clerk, Ogemaw, MI",MI,Ogemaw County,West Branch,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,Kiwanis International,IN,Marion County,Indianapolis,Information Technology,Private CI Entity,Region 5
54,"Kitware, Inc. - CISA",NY,Saratoga County,Clifton Park,Defense Industrial Base,Private CI Entity,Region 2
53,"Kittson County Administrator, Kittson, MN",MN,Kittson County,Hallock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,Kittitas County IT Department,WA,Kittitas County,Ellensburg,Government Facilities,Local Tribal Territory,Region 10
70,"Kittitas County Auditor, Kittitas, WA",WA,Kittitas County,Ellensburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
47,"Kittery Municipal Registrar, York, ME",ME,York County,Kittery,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Kittery Municipal Clerk, York, ME",ME,York County,Kittery,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
29,"Kitsap County Auditor, Kitsap, WA",WA,Kitsap County,Port Orchard,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
63,Kitsap Bank,WA,Kitsap County,Bremerton,Financial Services,Private CI Entity,Region 10
58,Kitchen Brains,CT,Fairfield County,Stratford,Critical Manufacturing,Private CI Entity,Region 1
53,Kit Carson Electric Cooperative,NM,Taos County,Taos,Energy,Private CI Entity,Region 6
82,"Kit Carson County Clerk and Recorder, Kit Carson, CO",CO,Kit Carson County,Burlington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
67,Kissimmee Utility Authority,FL,Osceola County,Kissimmee,Energy,Local Tribal Territory,Region 4
75,Kiski Area School District,PA,Westmoreland County,Leechburg,Government Facilities,Local Tribal Territory,Region 3
65,Kirkwood Bank & Trust Co.,ND,Burleigh County,Bismarck,Financial Services,Private CI Entity,Region 8
54,"Kirby Town Treasurer, Caledonia, VT",VT,Caledonia County,Kirby,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
54,"Kirby Town Clerk, Caledonia, VT",VT,Caledonia County,Kirby,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
65,"Kiowa County Election Board, Kiowa, OK",OK,Kiowa County,Hobart,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
61,"Kiowa County Clerk, Kiowa, KS",KS,Kiowa County,Greensburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
28,"Kiowa County Clerk and Recorder, Kiowa, CO",CO,Kiowa County,Eads,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
42,Kiosk Information Systems Inc.,CO,Boulder County,Louisville,Information Technology,Private CI Entity,Region 8
53,"Kinross Charter Township Election Commission, Chippewa, MI",MI,Chippewa County,Kinross Charter Twp,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
53,"Kinross Charter Township Clerk, Chippewa, MI",MI,Chippewa County,Kinross Charter Twp,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Kinnickinnic Town Clerk, St. Croix, WI",WI,St. Croix County,River Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
78,"Kinney County, Texas",TX,Kinney County,Brackettville,"Emergency Services, Government Facilities",Local Tribal Territory,Region 6
89,"Kinney County Tax Assessor-Collector, Kinney, TX",TX,Kinney County,Brackettville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
89,"Kinney County County Clerk, Kinney, TX",TX,Kinney County,Brackettville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
59,Kingsway Regional School District,NJ,Gloucester County,Swedesboro,Government Facilities,Local Tribal Territory,Region 2
66,"Kingston Village Clerk, Green Lake, WI",WI,Green Lake County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Kingston Township Election Commission, Tuscola, MI",MI,Tuscola County,Deford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Kingston Township Clerk, Tuscola, MI",MI,Tuscola County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"Kingston Town Clerk, Rockingham, NH",NH,Rockingham County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
87,"Kingston Town Clerk, Plymouth, MA",MA,Plymouth County,Kingston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
76,"Kingston Town Clerk, Juneau, WI",WI,Juneau County,Mather,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
