Rating,Entity Name,State,County,City,Sector,Entity Type,Region
62,workNet DuPage,IL,DuPage County,Lisle,Government Facilities,Local Tribal Territory,Region 5
73,the Texas State Securities Board,TX,Travis County,Austin,Government Facilities,State,Region 6
72,the City of Alamosa Alamosa,CO,Alamosa County,Alamosa,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 8
36,inFORM Decisions,CA,Orange County,Rancho Santa Margarita,Information Technology,Private CI Entity,Region 9
51,iStream Financial Services,WI,Waukesha County,Brookfield,Financial Services,Private CI Entity,Region 5
38,"iShare Medical, LLC",MO,Jackson County,KCMO,Information Technology,Private CI Entity,Region 7
68,iGLASS Networks,NC,Wake County,Cary,Information Technology,Private CI Entity,Region 4
60,"iBio, Inc",TX,Brazos County,Bryan,Healthcare and Public Health,Private CI Entity,Region 6
55,i3screen by i3logix,CO,8031,Denver,Information Technology,Private CI Entity,Region 8
70,"electroCore, Inc.",NJ,Morris County,Rockaway,Healthcare and Public Health,Private CI Entity,Region 2
65,egnite Inc,CA,Orange County,Aliso Viejo,Healthcare and Public Health,Private CI Entity,Region 9
80,"eBlu Solutions, LLC",KY,Jefferson County,Louisville,Healthcare and Public Health,Private CI Entity,Region 4
24,dataCon Inc.,MA,Middlesex County,Chelmsford,Defense Industrial Base,Private CI Entity,Region 1
70,Zurich North America,IL,Cook County,Schaumburg,Financial Services,Private CI Entity,Region 5
36,Zoological Society of San Diego d/b/a San Diego Zoo Wildlife Alliance,CA,San Diego County,San Diego,,Private CI Entity,Region 9
65,"ZocDoc, Inc.",NY,New York County,New York,Information Technology,Private CI Entity,Region 2
68,Zion-Benton Public Library District,IL,Lake County,Zion,Government Facilities,Local Tribal Territory,Region 5
61,Zion Elementary School District 6,IL,Lake County,Zion,Government Facilities,Local Tribal Territory,Region 5
44,"Zilwaukee Township Election Commission, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
44,"Zilwaukee Township Clerk, Saginaw, MI",MI,Saginaw County,Saginaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
75,Ziegler CAT,MN,Hennepin County,Minneapolis,Critical Manufacturing,Private CI Entity,Region 5
66,"Ziebach County Auditor, Ziebach, SD",SD,Ziebach County,Dupree,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
63,Zetec Inc,WA,King County,Snoqualmie,Critical Manufacturing,Private CI Entity,Region 10
90,Zepher Inc,WA,Klickitat County,Cook,Critical Manufacturing,Private CI Entity,Region 10
71,"Zeeland Charter Township Election Commission, Ottawa, MI",MI,Ottawa County,Zeeland Charter Township,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
71,"Zeeland Charter Township Clerk, Ottawa, MI",MI,Ottawa County,Zeeland Charter Township,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
39,"Zebra Capital Management, LLC",CT,Fairfield County,Stamford,Financial Services,Private CI Entity,Region 1
54,"Zavala County, Texas",TX,Zavala County,Crystal City,"Emergency Services, Government Facilities",Local Tribal Territory,Region 6
55,"Zavala County Tax Assessor-Collector, Zavala, TX",TX,Zavala County,Crystal City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
55,"Zavala County County Clerk, Zavala, TX",TX,Zavala County,Crystal City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
51,"Zasio Enterprises, Inc.",ID,Ada County,Boise,Information Technology,Private CI Entity,Region 10
96,"Zapata County Tax Assessor-Collector, Zapata, TX",TX,Zapata County,Zapata,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
96,"Zapata County County Clerk, Zapata, TX",TX,Zapata County,Zapata,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
52,ZR Systems Group LLC,HI,Honolulu County,Aiea,Information Technology,Private CI Entity,Region 9
61,ZOLLER Inc.,MI,Washtenaw County,Ann Arbor,Critical Manufacturing,Private CI Entity,Region 5
53,ZOLL Medical,CO,8014,Broomfield,Healthcare and Public Health,Private CI Entity,Region 8
50,"Yuma County Recorder, Yuma, AZ",AZ,Yuma County,Yuma,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
50,"Yuma County Elections Director, Yuma, AZ",AZ,Yuma County,Yuma,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
5,"Yuma County Clerk and Recorder, Yuma, CO",CO,Yuma County,Wray,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
50,Yuma County Arizona,AZ,Yuma County,Yuma,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 9
35,Yucaipa Valley Water District,CA,6071,Yucaipa,Water and WasteWater Systems,Local Tribal Territory,Region 9
57,"Yuba Village Clerk, Richland, WI",WI,Richland County,Hillsboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Yuba County Clerk-Recorder, Yuba, CA",CA,Yuba County,Marysville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
89,"Ypsilanti Charter Township Election Commission, Washtenaw, MI",MI,Washtenaw County,Ypsilanti,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
89,"Ypsilanti Charter Township Clerk, Washtenaw, MI",MI,Washtenaw County,Ypsilanti,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
35,Youth Opportunity Center,IN,Delaware County,Muncie,,Private CI Entity,Region 5
73,"Young County Elections Administrator, Young, TX",TX,Young County,Graham,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
48,Yorktown Central School District,NY,Westchester County,Yorktown Heights,Government Facilities,Local Tribal Territory,Region 2
52,"York Town Clerk, Green, WI",WI,Green County,Blanchardville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"York Town Clerk, Dane, WI",WI,Dane County,Marshall,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
82,"York Town Clerk, Clark, WI",WI,Clark County,Neillsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,"York Suburban School District, PA",PA,York County,York,Government Facilities,Local Tribal Territory,Region 3
60,"York Municipal Registrar, York, ME",ME,York County,York,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
60,"York Municipal Clerk, York, ME",ME,York County,York,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
75,York County School District,VA,York County,Yorktown,Government Facilities,Local Tribal Territory,Region 3
93,York County Natural Gas Authority,SC,York County,Rock Hill,Energy,Local Tribal Territory,Region 4
43,"York County Board of Voter Registration and Elections, York, SC",SC,York County,York,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
45,"York County Board of Elections, York, PA",PA,York County,York,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
56,York County,NE,York County,York,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
85,"York Charter Township Election Commission, Washtenaw, MI",MI,Washtenaw County,Milan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
85,"York Charter Township Clerk, Washtenaw, MI",MI,Washtenaw County,Milan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,Yorba Linda Water District,CA,Orange County,Placentia,Water and WasteWater Systems,Local Tribal Territory,Region 9
60,"Yolo County Assessor-Clerk-Recorder-Registrar of Voters, Yolo, CA",CA,Yolo County,Woodland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
96,"Yoakum County Tax Assessor-Collector, Yoakum, TX",TX,Yoakum County,Plains,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
96,"Yoakum County County Clerk, Yoakum, TX",TX,Yoakum County,Plains,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
57,"Yellowstone County Election Administrator, Yellowstone, MT",MT,Yellowstone County,Billings,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
84,Yellowstone Bank,MT,Yellowstone County,Billings,Financial Services,Private CI Entity,Region 8
44,"Yellow Medicine County Auditor-Treasurer, Yellow Medicine, MN",MN,Yellow Medicine County,Granite Falls,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
53,"Yell County Election Commision, Yell, AR",AR,Yell County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
53,"Yell County Clerk, Yell, AR",AR,Yell County,Danville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
93,Year Round Mobile Tax Service LLC,PA,Dauphin County,Harrisburg,Financial Services,Private CI Entity,Region 3
66,"Yazoo County Election Commission, Yazoo, MS",MS,Yazoo County,Yazoo City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
66,"Yazoo County Circuit Clerk, Yazoo, MS",MS,Yazoo County,Yazoo City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
36,"Yavapai County Recorder, Yavapai, AZ",AZ,Yavapai County,Prescott,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
18,Yavapai County Government,AZ,Yavapai County,Prescott,"Election Infrastructure, Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 9
36,"Yavapai County Elections Director, Yavapai, AZ",AZ,Yavapai County,Prescott,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
49,Yavapai College,AZ,Yavapai County,Prescott,Government Facilities,Local Tribal Territory,Region 9
40,"Yates County Board of Elections, Yates, NY",NY,Yates County,Penn Yan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 2
50,Yates County,NY,Yates County,Penn Yan,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 2
49,"Yarmouth Town Clerk, Barnstable, MA",MA,Barnstable County,Yarmouth,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
78,"Yarmouth Municipal Registrar, Cumberland, ME",ME,Cumberland County,Yarmouth,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
78,"Yarmouth Municipal Clerk, Cumberland, ME",ME,Cumberland County,Yarmouth,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
52,"Yankton County Auditor, Yankton, SD",SD,Yankton County,Yankton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
64,"Yankee Springs Township Election Commission, Barry, MI",MI,Barry County,Middleville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
64,"Yankee Springs Township Clerk, Barry, MI",MI,Barry County,Middleville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,"Yancey County Board of Elections, Yancey, NC",NC,Yancey County,Burnsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
38,"Yalobusha County Election Commission, Yalobusha, MS",MS,Yalobusha County,Coffeeville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
38,"Yalobusha County Circuit Clerk, Yalobusha, MS",MS,Yalobusha County,Coffeeville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
61,Yale New Haven Health System - CISA,CT,New Haven County,New Haven,Healthcare and Public Health,Private CI Entity,Region 1
72,Yakima Valley Memorial Hospital,WA,Yakima County,Yakima,Healthcare and Public Health,Private CI Entity,Region 10
45,"Yakima County Technology Services, WA",WA,Yakima County,Yakima,Information Technology,Local Tribal Territory,Region 10
57,"Yakima County Auditor, Yakima, WA",WA,Yakima County,Yakima,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
8,"Yadkin County Board of Elections, Yadkin, NC",NC,Yadkin County,Yadkinville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
66,Yada Data Studios Inc.,OH,Hamilton County,Blue Ash,Information Technology,Private CI Entity,Region 5
43,YAMHILL COUNTY,OR,Yamhill County,McMinnville,"Election Infrastructure, Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 10
48,Xtel Communications Inc,NJ,Burlington County,Mt Laurel Township,Communications,Private CI Entity,Region 2
73,Xcel Energy - CISA,MN,Hennepin County,Minneapolis,Energy,Private CI Entity,Region 5
56,Xavier University of Louisiana,LA,Orleans Parish,New Orleans,Government Facilities,Private CI Entity,Region 6
56,"Xavier High School, Iowa",IA,Linn County,Cedar Rapids,Government Facilities,Private CI Entity,Region 7
65,XTRA Lease LLC,MO,St. Louis County,St. Louis,Commercial Facilities,Private CI Entity,Region 7
82,"Wyoming Town Clerk, Iowa, WI",WI,Iowa County,Spring Green,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
38,Wyoming Secretary of State's Office,WY,Laramie County,Cheyenne,"Election Infrastructure, Government Facilities",State,Region 8
55,Wyoming Department of Enterprise Technology Services,WY,Laramie County,Cheyenne,"Government Facilities, Information Technology",State,Region 8
75,"Wyoming County Clerk, Wyoming, WV",WV,Wyoming County,Pineville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
53,"Wyoming County Board of Elections, Wyoming, PA",PA,Wyoming County,Tunkhannock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
18,"Wyoming County Board of Elections, Wyoming, NY",NY,Wyoming County,Warsaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 2
22,Wyoming County,NY,Wyoming County,Warsaw,"Emergency Services, Government Facilities, Transportation Systems, Water and WasteWater Systems",Local Tribal Territory,Region 2
63,"Wyoming City Election Commission, Kent, MI",MI,Kent County,Wyoming,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Wyoming City Clerk, Kent, MI",MI,Kent County,Wyoming,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Wyocena Village Clerk, Columbia, WI",WI,Columbia County,Rio,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
80,"Wyocena Town Clerk, Columbia, WI",WI,Columbia County,Rio,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
43,"Wyeville Village Clerk, Monroe, WI",WI,Monroe County,Tomah,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
39,"Wyandotte County Election Commissioner, Wyandotte, KS",KS,Wyandotte County,Kansas City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
42,"Wyandot County, Ohio Election Infrastructure",OH,Wyandot County,Upper Sandusky,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,Wyandanch Union Free School District,NY,Suffolk County,Wyandanch,Government Facilities,Local Tribal Territory,Region 2
38,"Wyalusing Town Clerk, Grant, WI",WI,Grant County,Bagley,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Wrightstown Village Clerk, Brown /Outagamie, WI",WI,Brown County,Wrightstown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Wrightstown Town Clerk, Brown, WI",WI,Brown County,Greenleaf,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,Wrightstown Community School District,WI,Brown County,Wrightstown,Government Facilities,Local Tribal Territory,Region 5
68,"Wright Township Election Commission, Ottawa, MI",MI,Ottawa County,Marne,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Wright Township Election Commission, Hillsdale, MI",MI,Hillsdale County,Waldron,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Wright Township Clerk, Ottawa, MI",MI,Ottawa County,Marne,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Wright Township Clerk, Hillsdale, MI",MI,Hillsdale County,Waldron,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,Wright State University - CISA,OH,Greene County,Dayton,Government Facilities,State,Region 5
52,"Wright County Clerk, Wright, MO",MO,Wright County,Hartville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
50,"Wright County Auditor-Treasurer, Wright, MN",MN,Wright County,Buffalo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
97,"Wright County Auditor, Wright, IA",IA,Wright County,Clarion,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
43,"Wrentham Town Clerk, Norfolk, MA",MA,Norfolk County,Wrentham,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
81,Worthy Insurance Group,IL,Cook County,Skokie,Financial Services,Private CI Entity,Region 5
92,"Worthington Town Clerk, Hampshire, MA",MA,Hampshire County,Worthington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
90,"Worth Township Election Commission, Sanilac, MI",MI,Sanilac County,Lexington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
90,"Worth Township Clerk, Sanilac, MI",MI,Sanilac County,Lexington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
81,Worth County R3 School District,MO,Worth County,Grant City,Government Facilities,Local Tribal Territory,Region 7
49,Worth County Iowa,IA,Worth County,Northwood,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
60,"Worth County Clerk, Worth, MO",MO,Worth County,Grant City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
23,"Worth County Board of Elections and Registrar, Worth, GA",GA,Worth County,Sylvester,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
90,Worldwide,DC,District of Columbia,Washington,Financial Services,Private CI Entity,Region 3
74,World Energy,MA,Suffolk County,Boston,Energy,Private CI Entity,Region 1
70,World Economic Forum,NY,New York County,New York,,Private CI Entity,Region 2
91,Workforce Solutions Lower Rio Grande Valley,TX,Hidalgo County,Edinburg,Government Facilities,Local Tribal Territory,Region 6
57,"Workday, Inc. - CISA",CA,Alameda County,Pleasanton,Financial Services,Private CI Entity,Region 9
67,Work.software,PA,Dauphin County,Harrisburg,Information Technology,Private CI Entity,Region 3
82,"Worden Town Clerk, Clark, WI",WI,Clark County,Thorp,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Worcester Town Treasurer, Washington, VT",VT,Washington County,Worcester,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
37,Worcester State University,MA,Worcester County,Worcester,Government Facilities,State,Region 1
50,"Worcester County Board of Elections, Worcester, MD",MD,Worcester County,Snow Hill,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
44,"Worcester City Clerk, Worcester, MA",MA,Worcester County,Worcester,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
52,"Woonsocket City Boards of Canvassers, Providence, RI",RI,Providence County,Woonsocket,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
69,"Woolwich Municipal Registrar, Sagadahoc, ME",ME,Sagadahoc County,Woolwich,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
69,"Woolwich Municipal Clerk, Sagadahoc, ME",ME,Sagadahoc County,Woolwich,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
72,Woodward Inc,CO,Larimer County,Fort Collins,Critical Manufacturing,Private CI Entity,Region 8
65,"Woodward County Election Board, Woodward, OK",OK,Woodward County,Woodward,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
28,"Woodville Village Clerk, St. Croix, WI",WI,St. Croix County,Woodville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
59,"Woodville Town Clerk, Calumet, WI",WI,Calumet County,Hilbert,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
45,"Woodstock Township Election Commission, Lenawee, MI",MI,Lenawee County,Addison,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
45,"Woodstock Township Clerk, Lenawee, MI",MI,Lenawee County,Cement City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
65,"Woodstock Town Treasurer, Windsor, VT",VT,Windsor County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
88,"Woodstock Town Clerk, Windsor, VT",VT,Windsor County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
43,"Woodstock Town Clerk, Windham, CT",CT,Windham County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
59,"Woodstock Town Clerk, Grafton, NH",NH,Grafton County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
43,"Woodstock Registrar of Voters, Windham, CT",CT,Windham County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
71,"Woodstock Municipal Registrar, Oxford, ME",ME,Oxford County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
71,"Woodstock Municipal Clerk, Oxford, ME",ME,Oxford County,Woodstock,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
80,Woodstock Community Unit School District 200,IL,McHenry County,Woodstock,Government Facilities,Local Tribal Territory,Region 5
56,"Woodson County Clerk, Woodson, KS",KS,Woodson County,Yates Center,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
91,"Woodruff Town Clerk, Oneida, WI",WI,Oneida County,Woodruff,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Woodmohr Town Clerk, Chippewa, WI",WI,Chippewa County,Bloomer,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
42,"Woodman Village Clerk, Grant, WI",WI,Grant County,Woodman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
38,"Woodman Town Clerk, Grant, WI",WI,Grant County,Woodman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
15,"Woodland Township Election Commission, Barry, MI",MI,Barry County,Woodland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
15,"Woodland Township Clerk, Barry, MI",MI,Barry County,Woodland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
84,"Woodland Town Clerk, Sauk, WI",WI,Sauk County,Wonewoc,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
81,"Woodland Municipal Registrar, Aroostook, ME",ME,Aroostook County,Woodland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
81,"Woodland Municipal Clerk, Aroostook, ME",ME,Aroostook County,Woodland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
51,Woodland Joint Unified School District,CA,Yolo County,Woodland,Government Facilities,Local Tribal Territory,Region 9
55,Woodland Hills School District,PA,Allegheny County,Braddock,Government Facilities,Local Tribal Territory,Region 3
66,"Woodhull Township Election Commission, Shiawassee, MI",MI,Shiawassee County,Shaftsburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Woodhull Township Clerk, Shiawassee, MI",MI,Shiawassee County,Shaftsburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Woodford Town Treasurer, Bennington, VT",VT,Bennington County,Woodford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
73,"Woodford Town Clerk, Bennington, VT",VT,Bennington County,Woodford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
99,"Woodford County Clerk, Woodford, KY",KY,Woodford County,Versailles,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
52,"Woodford County Clerk, Woodford, IL",IL,Woodford County,Eureka,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
91,"Woodbury Town Treasurer, Washington, VT",VT,Washington County,Woodbury,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
91,"Woodbury Town Clerk, Washington, VT",VT,Washington County,Woodbury,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
48,"Woodbury Town Clerk, Litchfield, CT",CT,Litchfield County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
48,"Woodbury Registrar of Voters, Litchfield, CT",CT,Litchfield County,Woodbury,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
57,Woodbury County Information and Communication Commission - Information Technology,IA,Woodbury County,Sioux City,Information Technology,Local Tribal Territory,Region 7
61,Woodbury City Public Schools,NJ,Gloucester County,Woodbury,Government Facilities,Local Tribal Territory,Region 2
58,"Woodbridge Township Election Commission, Hillsdale, MI",MI,Hillsdale County,Camden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Woodbridge Township Clerk, Hillsdale, MI",MI,Hillsdale County,Camden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
54,"Woodbridge Town Clerk, New Haven, CT",CT,New Haven County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
54,"Woodbridge Registrar of Voters, New Haven, CT",CT,New Haven County,Woodbridge,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
46,"Woodboro Town Clerk, Oneida, WI",WI,Oneida County,Harshaw,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,Wood and Huston Bank,MO,Saline County,Marshall,Financial Services,Private CI Entity,Region 7
63,"Wood Town Clerk, Wood, WI",WI,Wood County,Pittsville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,Wood Stone Corporation,WA,Whatcom County,Bellingham,Critical Manufacturing,Private CI Entity,Region 10
20,"Wood County, Ohio Election Infrastructure",OH,Wood County,Bowling Green,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
57,"Wood County Elections Administrator, Wood, TX",TX,Wood County,Quitman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
74,"Wood County Clerk, Wood, WV",WV,Wood County,Parkersburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
37,"Wood County Clerk, Wood, WI",WI,Wood County,Wisconsin Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
44,Wood County,TX,Wood County,Quitman,Government Facilities,Local Tribal Territory,Region 6
58,"Wonewoc Village Clerk, Juneau, WI",WI,Juneau County,Wonewoc,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Wonewoc Town Clerk, Juneau, WI",WI,Juneau County,Wonewoc,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,Wonewoc School District,WI,Juneau County,Wonewoc,Government Facilities,Local Tribal Territory,Region 5
83,Wolverine State Credit Union MI,MI,Alpena County,Alpena,Financial Services,Private CI Entity,Region 5
53,"Wolfeboro Town Clerk, Carroll, NH",NH,Carroll County,Wolfeboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
24,"Wolfe County Clerk, Wolfe, KY",KY,Wolfe County,Campton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
80,"Wolf River Town Clerk, Winnebago, WI",WI,Winnebago County,Fremont,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
58,"Wolf River Town Clerk, Langlade, WI",WI,Langlade County,White Lake,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Wolf Consulting, LLC",PA,Allegheny County,Monroeville,Information Technology,Private CI Entity,Region 3
82,Wolf Conservation Center,NY,Westchester County,South Salem,,Private CI Entity,Region 2
51,"Wolcott Town Treasurer, Lamoille, VT",VT,Lamoille County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
51,"Wolcott Town Clerk, New Haven, CT",CT,New Haven County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
51,"Wolcott Town Clerk, Lamoille, VT",VT,Lamoille County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
51,"Wolcott Registrar of Voters, New Haven, CT",CT,New Haven County,Wolcott,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
54,Wofford College,SC,Spartanburg County,Spartanburg,Government Facilities,Private CI Entity,Region 4
60,"Woburn City Clerk, Middlesex, MA",MA,Middlesex County,Woburn,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
61,"Wittenberg Village Clerk, Shawano, WI",WI,Shawano County,Wittenberg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
61,"Wittenberg Town Clerk, Shawano, WI",WI,Shawano County,Wittenberg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
78,"Withlacoochee River Electric Cooperative, Inc.",FL,Pasco County,Dade City,Energy,Private CI Entity,Region 4
